Date,Open,High,Low,Close,Volume
2024-02-15,100.5999984741211,103.94000244140624,100.5999984741211,100.3430404663086,23196300
2024-02-16,104.01000213623048,104.62999725341795,103.5199966430664,100.3430404663086,20146700
2024-02-20,103.83999633789062,104.12000274658205,102.6500015258789,99.39503479003906,17650000
2024-02-21,103.0199966430664,104.9800033569336,102.98999786376952,101.42646026611328,20999200
2024-02-22,104.16000366210938,105.41000366210938,103.4499969482422,101.3394012451172,20470700
2024-02-23,103.87999725341795,104.08999633789062,102.87999725341795,100.44943237304688,15975900
2024-02-26,103.72000122070312,104.94000244140624,103.0500030517578,100.8460464477539,13360800
2024-02-27,104.68000030517578,105.1500015258789,103.8499984741211,100.63323211669922,16360000
2024-02-28,104.47000122070312,105.43000030517578,104.0,100.91376495361328,14810500
2024-02-29,104.68000030517578,105.06999969482422,104.22000122070312,101.10723876953124,17566100
2024-03-01,105.72000122070312,106.38999938964844,105.37999725341795,102.3841323852539,18459500
2024-03-04,105.66000366210938,105.8499984741211,104.02999877929688,100.95246887207033,18138000
2024-03-05,104.52999877929688,106.2699966430664,104.31999969482422,102.19066619873048,19952700
2024-03-06,106.62000274658205,107.56999969482422,106.1500015258789,103.28376770019533,20472800
2024-03-07,106.5999984741211,107.9800033569336,106.5999984741211,103.86418914794922,15195400
2024-03-08,107.2300033569336,108.4000015258789,106.7699966430664,104.84119415283205,16274600
2024-03-11,108.25,109.12000274658205,107.33999633789062,105.46029663085938,17577300
2024-03-12,109.05999755859376,109.27999877929688,108.02999877929688,104.78316497802734,14957200
2024-03-13,109.13999938964844,110.3499984741211,109.11000061035156,105.95365142822266,17122200
2024-03-14,109.83000183105467,111.5500030517578,109.69000244140624,107.83031463623048,22121000
2024-03-15,110.8499984741211,112.3000030517578,110.8499984741211,107.63682556152344,38263900
2024-03-18,111.79000091552734,112.86000061035156,111.0999984741211,108.63320922851562,16770500
2024-03-19,112.22000122070312,113.48999786376952,112.05999755859376,109.39739990234376,14878800
2024-03-20,112.72000122070312,113.4000015258789,112.12999725341795,109.30067443847656,16119700
2024-03-21,112.91999816894533,113.91000366210938,112.56999969482422,109.78433990478516,14878000
2024-03-22,113.4800033569336,113.69000244140624,112.81999969482422,109.78433990478516,14695400
2024-03-25,110.11324603333397,111.99957204819891,110.11324603333397,110.9064712524414,14011700
2024-03-26,110.91615004863236,111.22570118270728,109.70696477798327,110.07455444335938,13152300
2024-03-27,109.7746795213072,111.3030841036302,109.7069654409529,111.21602630615234,12415700
2024-03-28,111.75774082615966,112.64769943441644,111.30308597316636,112.4445571899414,18482100
2024-04-01,112.6090180632969,113.41191153556645,111.6126431244359,113.17007446289062,13817000
2024-04-02,114.06969791150632,115.69484318184526,113.49896601634757,115.38529205322266,19919600
2024-04-03,115.57877080532286,115.83995158244382,114.85325962630964,115.40464782714844,16504300
2024-04-04,115.1627992316035,115.96569258027169,114.766182950937,115.81092071533203,18467400
2024-04-05,116.06244525069452,118.16158916326859,115.73354301087164,117.40705871582031,21714100
2024-04-08,117.12652394081283,117.76496992658741,116.28492833472507,116.61383056640625,17513900
2024-04-09,117.04912837724895,117.67790616276967,116.41067504356552,117.22325134277344,14135700
2024-04-10,117.26195615517918,118.47114146880662,116.78795757871603,118.20995330810547,17409200
2024-04-11,118.68395409735997,118.68395409735997,116.41067990249341,117.81333923339844,17555900
2024-04-12,118.93545762923388,119.70933913738595,115.7625567303162,116.43970489501953,21539500
2024-04-15,117.13618917030963,117.71660399044582,115.54973872390774,115.77223205566406,15029500
2024-04-16,115.65615583038579,116.29460922577113,114.06970527130174,114.81456756591797,18082200
2024-04-17,114.67913325513828,115.45300739502038,113.29582501953625,114.75651550292969,14538600
2024-04-18,115.11443873255489,115.81093063514308,114.11807124201727,114.65010833740234,13821400
2024-04-19,115.2692137455329,116.98141679276539,115.06606413119253,115.9656982421875,21566500
2024-04-22,115.36594877335959,117.60052076093088,114.56304799348311,116.62349700927734,16340700
2024-04-23,116.08178801793585,117.10717478373759,115.54974353740778,117.07815551757812,13929800
2024-04-24,116.37200008741846,117.30065354301404,115.4917096172596,117.0975112915039,12101200
2024-04-25,117.07815500586884,117.78432246054865,115.50138004908472,117.36836242675781,16041000
2024-04-26,115.11444150095726,115.21117484969169,112.42521455262026,114.1083984375,27289500
2024-04-29,113.91493135301052,116.13015971882565,113.91493135301052,115.7335433959961,17309900
2024-04-30,115.2208404560259,116.27524641272299,114.12773968711781,114.40826416015625,21083300
2024-05-01,114.41795050653796,114.60174903681617,111.88350279991353,112.24141693115234,27777700
2024-05-02,112.46390828767123,113.43125652628463,112.1156623313479,112.4445571899414,25513600
2024-05-03,112.21239471435547,112.28010879526494,110.40345086680036,112.21239471435547,28023300
2024-05-06,112.8605147292668,114.4759844807206,112.59933395794697,112.93790435791016,31401300
