Date,Adj Close,Volume
2024-02-15,180.79010009765625,4714300.0
2024-02-16,181.5350646972656,4841900.0
2024-02-17,180.519229888916,4693225.0
2024-02-18,179.5033950805664,4544550.0
2024-02-19,178.4875602722168,4395875.0
2024-02-20,177.4717254638672,4247200.0
2024-02-21,173.85337829589844,4728500.0
2024-02-22,178.2166748046875,5078400.0
2024-02-23,179.6775360107422,3433800.0
2024-02-24,179.16477966308594,3829466.6666666665
2024-02-25,178.6520233154297,4225133.333333333
2024-02-26,178.13926696777344,4620800.0
2024-02-27,178.8551788330078,3641400.0
2024-02-28,179.2711944580078,3216300.0
2024-02-29,179.00997924804688,6458500.0
2024-03-01,182.07684326171875,4017300.0
2024-03-02,183.64413452148438,5324300.0
2024-03-03,185.21142578124997,6631300.0
2024-03-04,186.7787170410156,7938300.0
2024-03-05,185.704833984375,5653600.0
2024-03-06,189.7778778076172,6945800.0
2024-03-07,190.1455078125,4604500.0
2024-03-08,189.5746917724609,3942500.0
2024-03-09,188.2137959798177,4203366.666666667
2024-03-10,186.85290018717447,4464233.333333333
2024-03-11,185.49200439453125,4725100.0
2024-03-12,191.3451538085937,5880100.0
2024-03-13,190.30030822753903,3993300.0
2024-03-14,187.13668823242188,4109600.0
2024-03-15,184.85348510742188,8827900.0
2024-03-16,185.0534210205078,7688800.0
2024-03-17,185.25335693359375,6549700.0
2024-03-18,185.4532928466797,5410600.0
2024-03-19,187.04962158203125,5317300.0
2024-03-20,187.6494598388672,3238600.0
2024-03-21,185.6564483642578,6013600.0
2024-03-22,184.6309509277344,3987700.0
2024-03-23,183.9698435465495,3897900.0
2024-03-24,183.3087361653646,3808100.0
2024-03-25,182.6476287841797,3718300.0
2024-03-26,182.36708068847656,4229500.0
2024-03-27,184.59225463867188,3693300.0
2024-03-28,184.7470550537109,3742200.0
2024-03-29,184.47374343872067,3397725.0
2024-03-30,184.20043182373047,3053250.0
2024-03-31,183.92712020874023,2708775.0
2024-04-01,183.65380859375,2364300.0
2024-04-02,182.73472595214844,2693500.0
2024-04-03,184.68899536132807,2826200.0
2024-04-04,181.82530212402344,2983900.0
2024-04-05,182.9862518310547,2013600.0
2024-04-06,183.20555623372397,2235166.6666666665
2024-04-07,183.42486063639322,2456733.3333333335
2024-04-08,183.6441650390625,2678300.0
2024-04-09,183.15072631835935,2794200.0
2024-04-10,179.98712158203125,3081700.0
2024-04-11,179.85165405273438,2861700.0
2024-04-12,176.33978271484375,3545100.0
2024-04-13,176.0108439127604,3539433.3333333335
2024-04-14,175.6819051106771,3533766.6666666665
2024-04-15,175.35296630859375,3528100.0
2024-04-16,177.77162170410156,4473700.0
2024-04-17,177.14279174804688,3003000.0
2024-04-18,175.56582641601562,2886700.0
2024-04-19,175.67222595214844,3037600.0
2024-04-20,175.77542114257812,3050566.6666666665
2024-04-21,175.8786163330078,3063533.3333333335
2024-04-22,175.9818115234375,3076500.0
